,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps
1131,12,52,44,8,24.54,12,10,2,26.0,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,0.0,0.0,0.0,0.0
1132,13,51,43,8,24.14,12,10,2,25.83,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,0.0,0.0,0.0,0.0
1133,14,50,41,9,24.58,11,10,1,26.64,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,0.0,0.0,0.0,0.0
1134,15,52,42,10,24.31,12,10,2,26.17,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,0.0,0.0,0.0,0.0
1135,16,51,44,7,24.49,11,10,1,26.45,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,0.0,0.0,0.0,0.0
1136,17,51,42,9,24.49,10,9,1,26.6,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,0.0,0.0,0.0,0.0
1137,18,50,44,6,23.76,9,9,0,26.11,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,0.0,0.0,0.0,0.0
1138,19,49,43,6,24.22,9,9,0,26.11,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,0.0,0.0,0.0,0.0
1139,20,51,43,8,24.49,9,9,0,26.11,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,0.0,0.0,0.0,0.0
1140,1,160,156,4,24.5,91,82,9,26.34,24952,24384,30784,27952,2,0,51,5,600,0,5.15e-05,10000000,499040.0,487680.0,615680.0,559040.0
1141,2,160,155,5,23.44,89,83,6,25.18,23472,22904,29136,27184,2,0,51,5,600,0,5.15e-05,10000000,469440.0,458080.0,582720.0,543680.0
1142,3,160,155,5,23.95,90,83,7,25.91,24152,23568,30096,27808,2,0,51,5,600,0,5.15e-05,10000000,483040.0,471360.0,601920.0,556160.0
1143,4,160,154,6,24.45,92,82,10,26.3,24832,24128,31024,27856,2,0,51,5,600,0,5.15e-05,10000000,496640.0,482560.0,620480.0,557120.0
1144,5,160,154,6,24.22,94,81,13,26.13,24608,23848,31616,27440,2,0,51,5,600,0,5.15e-05,10000000,492160.0,476960.0,632320.0,548800.0
1145,6,160,154,6,23.98,95,83,12,25.86,24752,23840,31648,27904,2,0,51,5,600,0,5.15e-05,10000000,495040.0,476800.0,632960.0,558080.0
1146,7,160,153,7,24.61,94,83,11,26.53,25304,24336,31936,28384,2,0,51,5,600,0,5.15e-05,10000000,506080.0,486720.0,638720.0,567680.0
1147,8,160,154,6,24.02,93,82,11,25.92,24600,23744,31168,27664,2,0,51,5,600,0,5.15e-05,10000000,492000.0,474880.0,623360.0,553280.0
1148,9,160,153,7,24.4,91,82,9,26.3,24896,23888,30912,27904,2,0,51,5,600,0,5.15e-05,10000000,497920.0,477760.0,618240.0,558080.0
1149,10,160,155,5,24.21,93,82,11,26.08,24952,24240,31168,27696,2,0,51,5,600,0,5.15e-05,10000000,499040.0,484800.0,623360.0,553920.0
1150,11,160,155,5,24.38,93,82,11,26.33,24936,24288,31168,27744,2,0,51,5,600,0,5.15e-05,10000000,498720.0,485760.0,623360.0,554880.0
1151,12,160,155,5,24.62,94,82,12,26.4,25344,24608,31520,27824,2,0,51,5,600,0,5.15e-05,10000000,506880.0,492160.0,630400.0,556480.0
1152,13,160,154,6,24.22,91,82,9,26.09,24896,24024,30416,27728,2,0,51,5,600,0,5.15e-05,10000000,497920.0,480480.0,608320.0,554560.0
1153,14,160,155,5,24.4,91,83,8,26.3,25040,24280,30816,28272,2,0,51,5,600,0,5.15e-05,10000000,500800.0,485600.0,616320.0,565440.0
1154,15,160,156,4,24.23,92,83,9,26.35,25992,25336,31104,28256,2,0,51,5,600,0,5.15e-05,10000000,519840.0,506720.0,622080.0,565120.0
1155,16,160,155,5,24.02,91,82,9,25.9,25368,24568,30144,27440,2,0,51,5,600,0,5.15e-05,10000000,507360.0,491360.0,602880.0,548800.0
1156,17,160,156,4,23.91,87,81,6,25.87,25168,24544,28976,27216,2,0,51,5,600,0,5.15e-05,10000000,503360.0,490880.0,579520.0,544320.0
1157,18,160,157,3,23.94,89,81,8,25.9,24728,24272,29584,27120,2,0,51,5,600,0,5.15e-05,10000000,494560.0,485440.0,591680.0,542400.0
1158,19,160,156,4,24.39,89,82,7,26.3,25208,24624,29904,27792,2,0,51,5,600,0,5.15e-05,10000000,504160.0,492480.0,598080.0,555840.0
1159,20,160,156,4,24.16,87,81,6,25.92,24496,23920,29168,27328,2,0,51,5,600,0,5.15e-05,10000000,489920.0,478400.0,583360.0,546560.0
1160,1,94,84,10,23.66,29,26,3,25.48,155528,138536,54920,48848,7,1000000,51,5,500,1000000,2.1e-05,10000000,3110560.0,2770720.0,1098400.0,976960.0
1161,2,93,85,8,24.08,29,26,3,26.1,158152,143576,55144,48688,7,1000000,51,5,500,1000000,2.1e-05,10000000,3163040.0,2871520.0,1102880.0,973760.0
1162,3,92,84,8,24.11,28,25,3,26.36,156984,144064,53592,47136,7,1000000,51,5,500,1000000,2.1e-05,10000000,3139680.0,2881280.0,1071840.0,942720.0
1163,4,90,83,7,24.67,28,25,3,26.79,152616,144232,54496,48040,7,1000000,51,5,500,1000000,2.1e-05,10000000,3052320.0,2884640.0,1089920.0,960800.0
1164,5,91,85,6,24.45,29,25,4,26.66,155896,147184,55328,47264,7,1000000,51,5,500,1000000,2.1e-05,10000000,3117920.0,2943680.0,1106560.0,945280.0
1165,6,87,84,3,24.1,29,26,3,26.31,150616,145832,51944,47312,7,1000000,51,5,500,1000000,2.1e-05,10000000,3012320.0,2916640.0,1038880.0,946240.0
1166,7,90,84,6,24.2,25,25,0,26.28,156776,145920,46376,46376,7,1000000,51,5,500,1000000,2.1e-05,10000000,3135520.0,2918400.0,927520.0,927520.0
1167,8,98,84,14,24.18,25,25,0,26.2,164624,143288,47008,47008,7,1000000,51,5,500,1000000,2.1e-05,10000000,3292480.0,2865760.0,940160.0,940160.0
1168,9,97,82,15,24.33,25,25,0,26.52,168544,141464,47112,47112,7,1000000,51,5,500,1000000,2.1e-05,10000000,3370880.0,2829280.0,942240.0,942240.0
1169,10,94,82,12,24.83,25,25,0,26.92,167632,144984,48776,48776,7,1000000,51,5,500,1000000,2.1e-05,10000000,3352640.0,2899680.0,975520.0,975520.0
1170,11,98,81,17,23.94,25,25,0,26.04,168120,137208,45896,45896,7,1000000,51,5,500,1000000,2.1e-05,10000000,3362400.0,2744160.0,917920.0,917920.0
1171,12,97,80,17,24.22,25,25,0,26.12,172400,138312,46056,46056,7,1000000,51,5,500,1000000,2.1e-05,10000000,3448000.0,2766240.0,921120.0,921120.0
1172,13,100,81,19,24.6,25,25,0,26.52,177040,140024,46632,46632,7,1000000,51,5,500,1000000,2.1e-05,10000000,3540800.0,2800480.0,932640.0,932640.0
1173,14,103,83,20,24.39,28,25,3,26.29,182512,143216,54744,48672,7,1000000,51,5,500,1000000,2.1e-05,10000000,3650240.0,2864320.0,1094880.0,973440.0
1174,15,96,80,16,24.42,27,24,3,26.63,170808,138424,55000,48544,7,1000000,51,5,500,1000000,2.1e-05,10000000,3416160.0,2768480.0,1100000.0,970880.0
1175,16,98,79,19,24.61,28,25,3,26.29,173232,138040,53984,47912,7,1000000,51,5,500,1000000,2.1e-05,10000000,3464640.0,2760800.0,1079680.0,958240.0
1176,17,99,83,16,24.11,28,25,3,25.93,172984,142104,54912,48456,7,1000000,51,5,500,1000000,2.1e-05,10000000,3459680.0,2842080.0,1098240.0,969120.0
1177,18,97,82,15,24.53,28,25,3,26.39,172920,143520,55352,48896,7,1000000,51,5,500,1000000,2.1e-05,10000000,3458400.0,2870400.0,1107040.0,977920.0
1178,19,99,83,16,24.66,28,25,3,26.5,174528,145640,55904,49832,7,1000000,51,5,500,1000000,2.1e-05,10000000,3490560.0,2912800.0,1118080.0,996640.0
1179,20,95,82,13,24.45,28,25,3,26.21,164376,141464,55488,49416,7,1000000,51,5,500,1000000,2.1e-05,10000000,3287520.0,2829280.0,1109760.0,988320.0
1180,1,309,240,69,20.47,184,143,41,19.87,42248,31928,45728,34312,2,5000000,51,10,2500,5000000,2.51e-05,20000000,422480.0,319280.0,457280.0,343120.0
1181,2,309,243,66,20.43,186,143,43,19.52,44224,33120,45352,33272,2,5000000,51,10,2500,5000000,2.51e-05,20000000,442240.0,331200.0,453520.0,332720.0
1182,3,299,223,76,20.73,184,142,42,19.58,40936,28816,45472,33416,2,5000000,51,10,2500,5000000,2.51e-05,20000000,409360.0,288160.0,454720.0,334160.0
1183,4,310,240,70,20.37,185,142,43,19.7,41480,31568,45080,33424,2,5000000,51,10,2500,5000000,2.51e-05,20000000,414800.0,315680.0,450800.0,334240.0
1184,5,304,231,73,20.19,187,144,43,19.39,39048,28784,44472,33512,2,5000000,51,10,2500,5000000,2.51e-05,20000000,390480.0,287840.0,444720.0,335120.0
1185,6,313,239,74,20.29,191,144,47,19.27,42224,31568,43936,33112,2,5000000,51,10,2500,5000000,2.51e-05,20000000,422240.0,315680.0,439360.0,331120.0
1186,7,314,241,73,20.34,189,146,43,19.39,40728,30328,44576,34248,2,5000000,51,10,2500,5000000,2.51e-05,20000000,407280.0,303280.0,445760.0,342480.0
1187,8,314,243,71,20.09,188,142,46,19.49,41288,31072,43232,33008,2,5000000,51,10,2500,5000000,2.51e-05,20000000,412880.0,310720.0,432320.0,330080.0
1188,9,313,241,72,20.33,189,142,47,19.38,41200,30400,43840,32760,2,5000000,51,10,2500,5000000,2.51e-05,20000000,412000.0,304000.0,438400.0,327600.0
1189,10,309,236,73,19.85,190,141,49,19.76,40696,29624,44640,32896,2,5000000,51,10,2500,5000000,2.51e-05,20000000,406960.0,296240.0,446400.0,328960.0
1190,11,307,231,76,20.0,184,139,45,19.47,41224,29256,42504,32320,2,5000000,51,10,2500,5000000,2.51e-05,20000000,412240.0,292560.0,425040.0,323200.0
1191,12,311,243,68,20.37,194,144,50,19.84,44408,33416,44952,33736,2,5000000,51,10,2500,5000000,2.51e-05,20000000,444080.0,334160.0,449520.0,337360.0
1192,13,313,238,75,20.14,195,145,50,19.94,41248,30832,45312,33808,2,5000000,51,10,2500,5000000,2.51e-05,20000000,412480.0,308320.0,453120.0,338080.0
1193,14,307,237,70,20.09,196,144,52,19.52,39344,29912,46432,33304,2,5000000,51,10,2500,5000000,2.51e-05,20000000,393440.0,299120.0,464320.0,333040.0
1194,15,315,245,70,20.04,194,141,53,19.98,42800,33336,46328,33080,2,5000000,51,10,2500,5000000,2.51e-05,20000000,428000.0,333360.0,463280.0,330800.0
1195,16,307,246,61,20.32,183,137,46,19.54,44344,35568,43224,31704,2,5000000,51,10,2500,5000000,2.51e-05,20000000,443440.0,355680.0,432240.0,317040.0
1196,17,316,244,72,20.0,182,142,40,19.47,40648,31120,44200,33232,2,5000000,51,10,2500,5000000,2.51e-05,20000000,406480.0,311200.0,442000.0,332320.0
1197,18,313,248,65,19.78,181,147,34,19.01,41952,32752,42208,34240,2,5000000,51,10,2500,5000000,2.51e-05,20000000,419520.0,327520.0,422080.0,342400.0
1198,19,308,239,69,20.16,187,144,43,19.35,41416,31272,45176,33096,2,5000000,51,10,2500,5000000,2.51e-05,20000000,414160.0,312720.0,451760.0,330960.0
1199,20,308,244,64,19.87,177,145,32,19.01,42032,32040,43128,34232,2,5000000,51,10,2500,5000000,2.51e-05,20000000,420320.0,320400.0,431280.0,342320.0
1200,1,83,55,28,20.78,25,18,7,19.96,112368,71472,35080,26664,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2247360.0,1429440.0,701600.0,533280.0
1201,2,86,56,30,20.36,26,19,7,18.85,105544,72896,34624,25824,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2110880.0,1457920.0,692480.0,516480.0
1202,3,84,57,27,19.98,27,19,8,20.26,105832,72808,33928,25608,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2116640.0,1456160.0,678560.0,512160.0
1203,4,85,56,29,20.38,25,18,7,19.72,100464,70464,32768,26440,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2009280.0,1409280.0,655360.0,528800.0
1204,5,81,54,27,20.58,24,18,6,19.67,96768,68880,32656,26008,7,2000000,51,5,1500,2000000,1.6e-05,20000000,1935360.0,1377600.0,653120.0,520160.0
1205,6,82,55,27,19.78,24,18,6,18.21,93536,68800,29784,23520,7,2000000,51,5,1500,2000000,1.6e-05,20000000,1870720.0,1376000.0,595680.0,470400.0
1206,7,88,51,37,20.33,28,18,10,19.89,97216,65080,35152,23616,7,2000000,51,5,1500,2000000,1.6e-05,20000000,1944320.0,1301600.0,703040.0,472320.0
1207,8,86,51,35,20.97,22,18,4,19.45,104832,66784,31352,24832,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2096640.0,1335680.0,627040.0,496640.0
1208,9,90,53,37,20.56,26,19,7,18.15,109720,67392,31208,24496,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2194400.0,1347840.0,624160.0,489920.0
1209,10,89,53,36,21.16,26,19,7,19.19,112456,67600,32352,25640,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2249120.0,1352000.0,647040.0,512800.0
1210,11,85,52,33,20.74,24,17,7,21.58,105888,66160,37296,28544,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2117760.0,1323200.0,745920.0,570880.0
1211,12,89,55,34,20.75,23,18,5,21.96,113056,70400,36880,28336,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2261120.0,1408000.0,737600.0,566720.0
1212,13,86,53,33,20.55,24,19,5,20.71,112280,69960,35824,27280,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2245600.0,1399200.0,716480.0,545600.0
1213,14,81,51,30,20.0,23,19,4,20.7,103376,65168,36288,27808,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2067520.0,1303360.0,725760.0,556160.0
1214,15,88,53,35,21.88,23,19,4,21.13,120664,74464,36592,27984,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2413280.0,1489280.0,731840.0,559680.0
1215,16,85,54,31,21.29,26,18,8,21.12,118880,73696,41320,26056,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2377600.0,1473920.0,826400.0,521120.0
1216,17,84,55,29,20.69,24,16,8,21.5,112472,72760,40640,24544,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2249440.0,1455200.0,812800.0,490880.0
1217,18,79,52,27,21.11,23,16,7,20.61,115736,67312,38504,23568,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2314720.0,1346240.0,770080.0,471360.0
1218,19,82,49,33,22.01,27,17,10,21.63,119856,64160,40448,26824,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2397120.0,1283200.0,808960.0,536480.0
1219,20,83,55,28,21.17,24,17,7,19.79,108328,69472,32992,24192,7,2000000,51,5,1500,2000000,1.6e-05,20000000,2166560.0,1389440.0,659840.0,483840.0
1220,1,88,25,63,22.19,23,6,17,19.26,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1221,2,96,28,68,22.44,24,6,18,20.96,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1222,3,84,26,58,22.23,23,6,17,20.17,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1223,4,82,25,57,22.95,27,7,20,19.7,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1224,5,84,26,58,22.36,27,7,20,19.56,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1225,6,95,28,67,21.49,20,5,15,19.85,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1226,7,97,28,69,21.19,27,7,20,21.85,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1227,8,93,27,66,22.27,23,6,17,21.78,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1228,9,89,25,64,20.94,23,6,17,21.87,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1229,10,86,25,61,21.36,27,7,20,21.78,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1230,11,89,26,63,21.06,23,6,17,21.7,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1231,12,88,25,63,22.42,19,5,14,22.37,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1232,13,85,25,60,22.29,17,5,12,22.12,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1233,14,88,26,62,21.2,21,6,15,21.71,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1234,15,97,28,69,22.01,19,5,14,20.79,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1235,16,93,27,66,21.94,19,5,14,20.58,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1236,17,86,25,61,22.1,20,6,14,21.2,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1237,18,88,25,63,21.86,17,5,12,19.94,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1238,19,82,26,56,21.62,20,6,14,20.8,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1239,20,92,27,65,22.5,23,6,17,21.61,0,0,0,0,14,1000000,51,10,2400,1000000,5.3599999999999995e-05,20000000,0.0,0.0,0.0,0.0
1240,1,152,87,65,18.6,80,44,36,19.86,19016,9448,20920,10384,2,5000000,51,5,3200,5000000,8.29e-05,5000000,380320.0,188960.0,418400.0,207680.0
1241,2,142,82,60,18.97,78,45,33,18.9,16744,8872,18728,10296,2,5000000,51,5,3200,5000000,8.29e-05,5000000,334880.0,177440.0,374560.0,205920.0
1242,3,145,86,59,19.12,76,43,33,20.74,17624,9336,20360,10256,2,5000000,51,5,3200,5000000,8.29e-05,5000000,352480.0,186720.0,407200.0,205120.0
1243,4,143,75,68,19.84,78,43,35,19.54,17128,8464,20256,10520,2,5000000,51,5,3200,5000000,8.29e-05,5000000,342560.0,169280.0,405120.0,210400.0
1244,5,146,80,66,19.03,77,43,34,19.48,19848,9464,19616,9864,2,5000000,51,5,3200,5000000,8.29e-05,5000000,396960.0,189280.0,392320.0,197280.0
1245,6,147,85,62,18.9,83,44,39,20.06,17328,9600,21432,10536,2,5000000,51,5,3200,5000000,8.29e-05,5000000,346560.0,192000.0,428640.0,210720.0
1246,7,147,83,64,19.09,77,47,30,19.43,19928,9840,19824,11160,2,5000000,51,5,3200,5000000,8.29e-05,5000000,398560.0,196800.0,396480.0,223200.0
1247,8,151,86,65,19.28,81,45,36,19.84,23160,11944,20896,10376,2,5000000,51,5,3200,5000000,8.29e-05,5000000,463200.0,238880.0,417920.0,207520.0
1248,9,141,82,59,20.37,84,45,39,20.52,19248,10440,22184,10832,2,5000000,51,5,3200,5000000,8.29e-05,5000000,384960.0,208800.0,443680.0,216640.0
1249,10,144,82,62,19.13,78,44,34,19.72,19088,10080,19968,10832,2,5000000,51,5,3200,5000000,8.29e-05,5000000,381760.0,201600.0,399360.0,216640.0
1250,11,150,90,60,19.57,74,44,30,19.92,21056,10880,19520,10920,2,5000000,51,5,3200,5000000,8.29e-05,5000000,421120.0,217600.0,390400.0,218400.0
1251,12,143,88,55,19.61,75,45,30,19.01,22296,11728,18632,10880,2,5000000,51,5,3200,5000000,8.29e-05,5000000,445920.0,234560.0,372640.0,217600.0
1252,13,154,94,60,18.91,87,45,42,19.68,20560,11960,21536,11200,2,5000000,51,5,3200,5000000,8.29e-05,5000000,411200.0,239200.0,430720.0,224000.0
1253,14,148,86,62,19.16,66,46,20,18.7,20184,10840,16128,11080,2,5000000,51,5,3200,5000000,8.29e-05,5000000,403680.0,216800.0,322560.0,221600.0
1254,15,134,81,53,20.92,72,44,28,20.51,21688,11600,18480,10752,2,5000000,51,5,3200,5000000,8.29e-05,5000000,433760.0,232000.0,369600.0,215040.0
1255,16,139,78,61,20.84,72,43,29,20.62,18824,10176,18648,10800,2,5000000,51,5,3200,5000000,8.29e-05,5000000,376480.0,203520.0,372960.0,216000.0
1256,17,144,86,58,18.78,71,44,27,19.24,18024,10144,18024,10784,2,5000000,51,5,3200,5000000,8.29e-05,5000000,360480.0,202880.0,360480.0,215680.0
1257,18,149,85,64,19.44,70,41,29,20.23,19256,10112,18664,10616,2,5000000,51,5,3200,5000000,8.29e-05,5000000,385120.0,202240.0,373280.0,212320.0
1258,19,148,89,59,18.72,80,44,36,20.64,18696,10456,21152,10712,2,5000000,51,5,3200,5000000,8.29e-05,5000000,373920.0,209120.0,423040.0,214240.0
1259,20,149,87,62,19.03,72,44,28,19.51,19032,10144,18344,10760,2,5000000,51,5,3200,5000000,8.29e-05,5000000,380640.0,202880.0,366880.0,215200.0
1260,1,50,19,31,24.16,13,7,6,26.38,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1261,2,53,19,34,24.06,14,8,6,26.14,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1262,3,51,19,32,23.63,13,7,6,25.92,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1263,4,47,19,28,23.94,14,8,6,26.57,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1264,5,45,18,27,23.98,14,8,6,26.0,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1265,6,53,20,33,24.66,12,6,6,26.5,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1266,7,40,16,24,23.8,12,6,6,25.83,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1267,8,46,19,27,24.35,13,7,6,26.38,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1268,9,48,19,29,24.17,10,4,6,26.2,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1269,10,50,20,30,24.32,12,6,6,26.0,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1270,11,50,20,30,24.52,11,5,6,26.45,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1271,12,45,17,28,24.64,12,6,6,26.33,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1272,13,47,18,29,23.98,9,6,3,25.89,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1273,14,46,16,30,24.52,9,6,3,26.78,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1274,15,47,17,30,24.36,7,7,0,26.43,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1275,16,46,16,30,23.96,7,7,0,25.86,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1276,17,51,18,33,24.88,8,7,1,27.0,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1277,18,51,18,33,24.14,7,7,0,26.14,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1278,19,47,17,30,23.81,7,7,0,25.57,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1279,20,48,18,30,24.17,7,7,0,25.86,0,0,0,0,14,5000000,51,5,1600,5000000,5.1099999999999995e-05,20000000,0.0,0.0,0.0,0.0
1280,1,86,36,50,24.07,21,9,12,26.14,129272,53904,42376,17352,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2585440.0,1078080.0,847520.0,347040.0
1281,2,88,34,54,23.98,22,10,12,26.0,121272,48744,41552,18672,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2425440.0,974880.0,831040.0,373440.0
1282,3,85,34,51,23.89,18,10,8,26.22,113072,47512,37008,20048,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2261440.0,950240.0,740160.0,400960.0
1283,4,82,34,48,24.27,18,10,8,26.56,116024,49416,37520,20304,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2320480.0,988320.0,750400.0,406080.0
1284,5,88,36,52,23.98,18,10,8,26.44,127288,52432,36048,19088,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2545760.0,1048640.0,720960.0,381760.0
1285,6,89,37,52,24.37,23,9,14,26.48,135128,54128,43800,16936,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2702560.0,1082560.0,876000.0,338720.0
1286,7,83,32,51,24.28,24,10,14,26.58,122960,45600,45984,18960,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2459200.0,912000.0,919680.0,379200.0
1287,8,92,34,58,24.39,19,10,9,26.58,139728,49384,37144,18160,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2794560.0,987680.0,742880.0,363200.0
1288,9,86,32,54,23.98,19,10,9,26.16,121216,44552,38232,19248,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2424320.0,891040.0,764640.0,384960.0
1289,10,98,36,62,24.04,21,9,12,25.67,144472,53096,39688,16072,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2889440.0,1061920.0,793760.0,321440.0
1290,11,85,30,55,24.29,21,9,12,26.57,109248,40000,38472,14856,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2184960.0,800000.0,769440.0,297120.0
1291,12,90,30,60,24.27,17,8,9,26.41,128072,42488,31168,13816,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2561440.0,849760.0,623360.0,276320.0
1292,13,90,31,59,23.96,18,9,9,26.11,123520,41800,33904,16552,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2470400.0,836000.0,678080.0,331040.0
1293,14,87,34,53,24.09,23,9,14,26.3,134264,49448,46488,17960,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2685280.0,988960.0,929760.0,359200.0
1294,15,96,34,62,23.81,17,8,9,26.06,132472,44960,34792,15808,7,2000000,51,5,3000,2000000,1.94e-05,10000000,2649440.0,899200.0,695840.0,316160.0
