,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps
93,14,30,14,16,15.37,12,4,8,11.17,0,0,0,0,14,25000000,51,5,3000,25000000,9.91e-05,5000000,0.0,0.0,0.0,0.0
94,15,31,15,16,14.94,13,4,9,12.85,0,0,0,0,14,25000000,51,5,3000,25000000,9.91e-05,5000000,0.0,0.0,0.0,0.0
95,16,32,15,17,16.53,13,4,9,11.77,0,0,0,0,14,25000000,51,5,3000,25000000,9.91e-05,5000000,0.0,0.0,0.0,0.0
96,17,35,16,19,16.09,12,4,8,11.0,0,0,0,0,14,25000000,51,5,3000,25000000,9.91e-05,5000000,0.0,0.0,0.0,0.0
97,18,31,16,15,16.52,13,4,9,12.38,0,0,0,0,14,25000000,51,5,3000,25000000,9.91e-05,5000000,0.0,0.0,0.0,0.0
98,19,33,15,18,15.67,9,3,6,11.67,0,0,0,0,14,25000000,51,5,3000,25000000,9.91e-05,5000000,0.0,0.0,0.0,0.0
99,20,36,15,21,20.56,11,4,7,14.64,0,0,0,0,14,25000000,51,5,3000,25000000,9.91e-05,5000000,0.0,0.0,0.0,0.0
100,1,83,56,27,24.16,19,14,5,26.47,134128,90888,38616,28112,7,25000000,51,5,1280,25000000,1.45e-05,10000000,2682560.0,1817760.0,772320.0,562240.0
101,2,84,57,27,24.07,19,14,5,26.16,140560,92888,37112,26352,7,25000000,51,5,1280,25000000,1.45e-05,10000000,2811200.0,1857760.0,742240.0,527040.0
102,3,81,58,23,23.84,21,13,8,26.43,132336,92624,40744,25544,7,25000000,51,5,1280,25000000,1.45e-05,10000000,2646720.0,1852480.0,814880.0,510880.0
103,4,78,57,21,24.15,21,13,8,26.57,127280,90360,39232,24224,7,25000000,51,5,1280,25000000,1.45e-05,10000000,2545600.0,1807200.0,784640.0,484480.0
104,5,81,56,25,23.79,22,12,10,26.27,137904,89704,40880,22048,7,25000000,51,5,1280,25000000,1.45e-05,10000000,2758080.0,1794080.0,817600.0,440960.0
105,6,85,57,28,24.41,25,14,11,26.76,147240,92360,48296,25712,7,25000000,51,5,1280,25000000,1.45e-05,10000000,2944800.0,1847200.0,965920.0,514240.0
106,7,89,56,33,24.21,28,12,16,26.36,153832,90464,53184,22784,7,25000000,51,5,1280,25000000,1.45e-05,10000000,3076640.0,1809280.0,1063680.0,455680.0
107,8,88,55,33,23.86,25,11,14,25.96,154168,88336,45864,19640,7,25000000,51,5,1280,25000000,1.45e-05,10000000,3083360.0,1766720.0,917280.0,392800.0
108,9,93,55,38,24.05,21,11,10,26.43,161392,88576,43432,21912,7,25000000,51,5,1280,25000000,1.45e-05,10000000,3227840.0,1771520.0,868640.0,438240.0
109,10,92,55,37,24.28,22,11,11,26.27,162440,89792,44816,21528,7,25000000,51,5,1280,25000000,1.45e-05,10000000,3248800.0,1795840.0,896320.0,430560.0
110,11,96,54,42,24.26,26,12,14,26.23,164320,85408,52528,23616,7,25000000,51,5,1280,25000000,1.45e-05,10000000,3286400.0,1708160.0,1050560.0,472320.0
111,12,97,53,44,24.26,25,13,12,26.2,167640,84816,47368,23944,7,25000000,51,5,1280,25000000,1.45e-05,10000000,3352800.0,1696320.0,947360.0,478880.0
112,13,97,55,42,24.36,18,12,6,26.44,166832,88712,34352,23072,7,25000000,51,5,1280,25000000,1.45e-05,10000000,3336640.0,1774240.0,687040.0,461440.0
113,14,95,50,45,24.02,20,12,8,26.2,152400,79400,40320,24704,7,25000000,51,5,1280,25000000,1.45e-05,10000000,3048000.0,1588000.0,806400.0,494080.0
114,15,93,53,40,24.61,19,13,6,26.79,154792,86688,38168,26888,7,25000000,51,5,1280,25000000,1.45e-05,10000000,3095840.0,1733760.0,763360.0,537760.0
115,16,92,54,38,24.3,19,13,6,26.05,150216,88400,39736,27208,7,25000000,51,5,1280,25000000,1.45e-05,10000000,3004320.0,1768000.0,794720.0,544160.0
116,17,91,52,39,23.92,19,13,6,25.84,141008,81824,38872,26344,7,25000000,51,5,1280,25000000,1.45e-05,10000000,2820160.0,1636480.0,777440.0,526880.0
117,18,96,52,44,24.06,19,13,6,25.84,151808,82800,39192,26664,7,25000000,51,5,1280,25000000,1.45e-05,10000000,3036160.0,1656000.0,783840.0,533280.0
118,19,91,55,36,24.65,21,13,8,26.62,153728,92808,42888,27304,7,25000000,51,5,1280,25000000,1.45e-05,10000000,3074560.0,1856160.0,857760.0,546080.0
119,20,88,56,32,23.89,18,13,5,25.83,142808,90256,37488,26728,7,25000000,51,5,1280,25000000,1.45e-05,10000000,2856160.0,1805120.0,749760.0,534560.0
120,1,155,124,31,20.22,85,67,18,21.52,21944,17016,23472,17704,2,10000000,51,5,1500,10000000,6.22e-05,10000000,438880.0,340320.0,469440.0,354080.0
121,2,153,122,31,19.48,91,70,21,20.21,19992,15256,23456,17408,2,10000000,51,5,1500,10000000,6.22e-05,10000000,399840.0,305120.0,469120.0,348160.0
122,3,153,123,30,20.1,89,65,24,22.16,21368,16328,24616,17416,2,10000000,51,5,1500,10000000,6.22e-05,10000000,427360.0,326560.0,492320.0,348320.0
123,4,155,122,33,19.74,93,69,24,20.94,19640,15024,24424,18008,2,10000000,51,5,1500,10000000,6.22e-05,10000000,392800.0,300480.0,488480.0,360160.0
124,5,153,119,34,19.82,87,66,21,20.71,18904,14592,22648,17168,2,10000000,51,5,1500,10000000,6.22e-05,10000000,378080.0,291840.0,452960.0,343360.0
125,6,155,126,29,19.29,88,66,22,20.49,20448,16536,22872,16976,2,10000000,51,5,1500,10000000,6.22e-05,10000000,408960.0,330720.0,457440.0,339520.0
126,7,155,124,31,19.95,88,65,23,21.18,20896,16656,23240,17168,2,10000000,51,5,1500,10000000,6.22e-05,10000000,417920.0,333120.0,464800.0,343360.0
127,8,155,121,34,19.71,90,66,24,21.07,20312,15888,23624,17232,2,10000000,51,5,1500,10000000,6.22e-05,10000000,406240.0,317760.0,472480.0,344640.0
128,9,154,127,27,20.25,89,65,24,21.49,22096,18400,23416,16728,2,10000000,51,5,1500,10000000,6.22e-05,10000000,441920.0,368000.0,468320.0,334560.0
129,10,154,122,32,19.84,88,66,22,20.65,20696,15544,22800,16528,2,10000000,51,5,1500,10000000,6.22e-05,10000000,413920.0,310880.0,456000.0,330560.0
130,11,156,124,32,19.24,87,68,19,20.26,20056,15128,22536,17232,2,10000000,51,5,1500,10000000,6.22e-05,10000000,401120.0,302560.0,450720.0,344640.0
131,12,155,127,28,19.88,91,68,23,20.92,19936,16136,23960,17264,2,10000000,51,5,1500,10000000,6.22e-05,10000000,398720.0,322720.0,479200.0,345280.0
132,13,154,123,31,19.97,86,63,23,21.26,22928,16064,22952,15880,2,10000000,51,5,1500,10000000,6.22e-05,10000000,458560.0,321280.0,459040.0,317600.0
133,14,154,125,29,19.47,84,65,19,20.61,20744,15608,21960,16720,2,10000000,51,5,1500,10000000,6.22e-05,10000000,414880.0,312160.0,439200.0,334400.0
134,15,156,127,29,19.28,83,64,19,20.41,19976,15464,20880,15992,2,10000000,51,5,1500,10000000,6.22e-05,10000000,399520.0,309280.0,417600.0,319840.0
135,16,156,126,30,20.23,84,63,21,21.39,21880,17080,22208,16528,2,10000000,51,5,1500,10000000,6.22e-05,10000000,437600.0,341600.0,444160.0,330560.0
136,17,155,123,32,19.81,86,65,21,21.05,20640,15560,22448,16632,2,10000000,51,5,1500,10000000,6.22e-05,10000000,412800.0,311200.0,448960.0,332640.0
137,18,154,123,31,19.89,85,66,19,21.04,20824,15888,22592,17176,2,10000000,51,5,1500,10000000,6.22e-05,10000000,416480.0,317760.0,451840.0,343520.0
138,19,152,121,31,20.49,84,63,21,21.14,21168,16192,22376,16040,2,10000000,51,5,1500,10000000,6.22e-05,10000000,423360.0,323840.0,447520.0,320800.0
139,20,154,119,35,19.84,83,67,16,20.46,20408,15152,21408,17192,2,10000000,51,5,1500,10000000,6.22e-05,10000000,408160.0,303040.0,428160.0,343840.0
140,1,93,44,49,20.42,24,12,12,21.0,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
141,2,95,46,49,20.6,23,11,12,21.87,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
142,3,90,40,50,21.08,21,10,11,21.52,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
143,4,93,44,49,20.22,24,12,12,19.75,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
144,5,92,40,52,20.21,23,12,11,19.26,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
145,6,89,42,47,20.21,24,12,12,19.42,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
146,7,91,45,46,19.7,23,9,14,18.09,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
147,8,84,44,40,19.87,26,12,14,17.23,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
148,9,91,44,47,20.97,22,8,14,19.32,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
149,10,93,45,48,20.34,25,10,15,19.32,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
150,11,93,41,52,20.23,21,8,13,17.67,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
151,12,99,45,54,20.2,21,7,14,18.95,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
152,13,97,43,54,19.89,23,10,13,19.22,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
153,14,90,43,47,19.72,21,10,11,17.33,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
154,15,88,43,45,20.06,21,11,10,19.1,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
155,16,97,44,53,20.44,19,10,9,19.05,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
156,17,92,40,52,19.98,22,10,12,20.5,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
157,18,92,44,48,19.73,20,9,11,22.25,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
158,19,85,44,41,20.07,18,11,7,18.39,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
159,20,83,42,41,19.95,19,11,8,19.42,0,0,0,0,14,2000000,51,10,1500,2000000,4.36e-05,10000000,0.0,0.0,0.0,0.0
160,1,157,119,38,24.44,47,33,14,26.4,105056,81744,41408,29040,4,5000000,51,5,960,5000000,6.36e-05,2000000,2101120.0,1634880.0,828160.0,580800.0
161,2,158,118,40,24.3,45,36,9,26.11,101584,76096,38272,30904,4,5000000,51,5,960,5000000,6.36e-05,2000000,2031680.0,1521920.0,765440.0,618080.0
162,3,155,118,37,24.26,50,36,14,26.32,110864,88416,40120,29704,4,5000000,51,5,960,5000000,6.36e-05,2000000,2217280.0,1768320.0,802400.0,594080.0
163,4,160,123,37,24.71,46,35,11,26.61,103752,78344,34856,27520,4,5000000,51,5,960,5000000,6.36e-05,2000000,2075040.0,1566880.0,697120.0,550400.0
164,5,159,121,38,24.19,48,36,12,26.08,102640,75104,38424,29328,4,5000000,51,5,960,5000000,6.36e-05,2000000,2052800.0,1502080.0,768480.0,586560.0
165,6,159,120,39,24.09,47,36,11,25.91,104256,76520,39432,29328,4,5000000,51,5,960,5000000,6.36e-05,2000000,2085120.0,1530400.0,788640.0,586560.0
166,7,159,122,37,24.22,49,33,16,26.14,105184,77152,40408,27392,4,5000000,51,5,960,5000000,6.36e-05,2000000,2103680.0,1543040.0,808160.0,547840.0
167,8,160,117,43,24.61,48,35,13,26.54,110456,76464,39592,28104,4,5000000,51,5,960,5000000,6.36e-05,2000000,2209120.0,1529280.0,791840.0,562080.0
168,9,158,119,39,24.48,52,34,18,26.42,116128,85400,44640,27752,4,5000000,51,5,960,5000000,6.36e-05,2000000,2322560.0,1708000.0,892800.0,555040.0
169,10,160,118,42,24.05,51,34,17,25.86,107760,75520,41776,27968,4,5000000,51,5,960,5000000,6.36e-05,2000000,2155200.0,1510400.0,835520.0,559360.0
170,11,159,117,42,24.76,49,33,16,26.76,107152,73752,41120,26944,4,5000000,51,5,960,5000000,6.36e-05,2000000,2143040.0,1475040.0,822400.0,538880.0
171,12,159,116,43,24.23,50,34,16,25.82,110248,75688,41184,27312,4,5000000,51,5,960,5000000,6.36e-05,2000000,2204960.0,1513760.0,823680.0,546240.0
172,13,160,118,42,23.8,47,35,12,25.64,109768,76584,39080,28040,4,5000000,51,5,960,5000000,6.36e-05,2000000,2195360.0,1531680.0,781600.0,560800.0
173,14,160,119,41,24.3,48,35,13,26.1,109576,78032,39880,27632,4,5000000,51,5,960,5000000,6.36e-05,2000000,2191520.0,1560640.0,797600.0,552640.0
174,15,159,118,41,23.86,47,35,12,26.04,108824,78952,38096,27864,4,5000000,51,5,960,5000000,6.36e-05,2000000,2176480.0,1579040.0,761920.0,557280.0
175,16,159,119,40,24.35,50,34,16,26.28,115520,83552,40080,27048,4,5000000,51,5,960,5000000,6.36e-05,2000000,2310400.0,1671040.0,801600.0,540960.0
176,17,160,114,46,24.36,49,35,14,26.31,102992,71040,40488,28048,4,5000000,51,5,960,5000000,6.36e-05,2000000,2059840.0,1420800.0,809760.0,560960.0
177,18,159,115,44,24.26,49,33,16,26.31,106656,73128,43864,28096,4,5000000,51,5,960,5000000,6.36e-05,2000000,2133120.0,1462560.0,877280.0,561920.0
178,19,159,115,44,24.28,49,34,15,26.35,106880,77216,43104,28864,4,5000000,51,5,960,5000000,6.36e-05,2000000,2137600.0,1544320.0,862080.0,577280.0
179,20,158,118,40,24.3,49,32,17,26.1,106616,80320,40256,26080,4,5000000,51,5,960,5000000,6.36e-05,2000000,2132320.0,1606400.0,805120.0,521600.0
180,1,54,26,28,23.67,8,5,3,25.75,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
181,2,50,25,25,24.56,7,4,3,26.71,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
182,3,51,24,27,23.67,8,5,3,26.25,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
183,4,49,24,25,24.14,9,5,4,26.56,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
184,5,48,25,23,24.42,9,5,4,26.33,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
185,6,46,23,23,24.3,12,5,7,26.17,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
186,7,52,26,26,24.77,8,4,4,26.75,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
187,8,46,25,21,24.52,10,4,6,26.6,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
188,9,48,26,22,24.21,11,4,7,26.27,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
189,10,51,26,25,24.45,9,4,5,26.33,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
190,11,51,27,24,24.02,12,5,7,25.83,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
191,12,50,23,27,25.28,8,4,4,27.0,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
192,13,49,26,23,24.43,12,5,7,26.33,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
193,14,49,27,22,24.37,14,5,9,26.43,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
194,15,46,27,19,24.52,15,5,10,26.87,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
195,16,43,26,17,24.35,15,5,10,26.73,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
196,17,40,27,13,23.55,10,4,6,26.4,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
197,18,47,27,20,23.89,10,4,6,26.4,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
198,19,51,25,26,24.22,10,4,6,26.0,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
199,20,55,28,27,24.93,10,4,6,26.6,0,0,0,0,14,25000000,51,5,1250,25000000,3.5499999999999996e-05,5000000,0.0,0.0,0.0,0.0
200,1,229,82,147,21.87,78,24,54,20.53,138832,45448,44384,11792,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1388320.0,454480.0,443840.0,117920.0
201,2,241,88,153,20.82,72,22,50,18.62,123736,42224,39280,10232,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1237360.0,422240.0,392800.0,102320.0
202,3,249,90,159,20.25,81,26,55,16.52,122712,41016,42192,11464,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1227120.0,410160.0,421920.0,114640.0
203,4,239,89,150,21.7,77,24,53,20.17,136576,45216,45080,11872,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1365760.0,452160.0,450800.0,118720.0
204,5,236,91,145,21.08,81,26,55,19.51,138144,47416,39800,10752,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1381440.0,474160.0,398000.0,107520.0
205,6,245,90,155,20.36,75,24,51,19.63,142968,46000,40768,10592,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1429680.0,460000.0,407680.0,105920.0
206,7,244,87,157,21.33,78,23,55,19.82,154856,53672,46312,13088,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1548560.0,536720.0,463120.0,130880.0
207,8,246,95,151,20.44,82,26,56,18.33,132904,45800,40936,11864,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1329040.0,458000.0,409360.0,118640.0
208,9,253,92,161,20.03,92,26,66,19.89,136832,41848,48264,12896,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1368320.0,418480.0,482640.0,128960.0
209,10,243,93,150,20.65,84,25,59,18.98,146112,48160,43496,12088,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1461120.0,481600.0,434960.0,120880.0
210,11,252,89,163,21.31,81,24,57,19.32,158936,48184,36160,10336,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1589360.0,481840.0,361600.0,103360.0
211,12,238,83,155,21.06,81,24,57,18.28,165960,52344,42224,11952,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1659600.0,523440.0,422240.0,119520.0
212,13,234,86,148,20.9,78,24,54,17.44,144552,51848,35320,10384,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1445520.0,518480.0,353200.0,103840.0
213,14,237,85,152,21.46,81,25,56,18.94,142352,44224,48016,13560,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1423520.0,442240.0,480160.0,135600.0
214,15,243,89,154,21.52,75,26,49,19.01,165192,55080,43720,13000,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1651920.0,550800.0,437200.0,130000.0
215,16,246,90,156,20.69,78,26,52,19.13,148200,45240,48840,14440,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1482000.0,452400.0,488400.0,144400.0
216,17,245,85,160,20.87,64,21,43,20.73,141040,45056,47008,14008,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1410400.0,450560.0,470080.0,140080.0
217,18,236,83,153,22.44,76,25,51,18.37,165352,50208,41440,12720,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1653520.0,502080.0,414400.0,127200.0
218,19,228,80,148,22.29,65,23,42,21.45,154264,48200,36832,10776,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1542640.0,482000.0,368320.0,107760.0
219,20,231,84,147,21.92,80,25,55,18.82,136488,47616,44440,12376,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1364880.0,476160.0,444400.0,123760.0
220,1,21,9,12,2.33,13,4,9,0.15,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
221,2,16,9,7,3.31,13,4,9,0.15,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
222,3,23,8,15,1.78,13,4,9,0.23,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
223,4,20,8,12,2.45,12,3,9,0.17,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
224,5,20,8,12,1.95,13,4,9,0.23,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
225,6,21,9,12,1.81,9,3,6,0.22,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
226,7,24,8,16,1.88,13,4,9,0.0,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
227,8,18,8,10,2.56,13,4,9,0.08,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
228,9,20,9,11,1.65,13,4,9,0.08,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
229,10,20,8,12,2.0,9,3,6,0.0,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
230,11,18,8,10,1.94,13,4,9,0.15,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
231,12,15,7,8,3.27,12,3,9,0.0,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
232,13,18,8,10,2.44,10,3,7,0.3,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
233,14,21,8,13,1.76,8,2,6,0.25,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
234,15,18,8,10,1.67,8,2,6,0.12,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
235,16,18,8,10,2.22,10,3,7,0.1,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
236,17,22,7,15,1.5,10,3,7,0.0,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
237,18,26,8,18,1.58,10,3,7,0.0,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
238,19,24,8,16,1.46,10,3,7,0.2,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
239,20,21,8,13,3.24,10,3,7,0.1,0,0,0,0,14,0,51,5,4000,0,5.92e-05,20000000,0.0,0.0,0.0,0.0
240,1,99,89,10,18.56,23,22,1,20.65,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
241,2,101,86,15,19.38,24,22,2,19.5,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
242,3,104,88,16,19.08,23,22,1,18.61,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
243,4,101,87,14,18.74,23,22,1,18.09,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
244,5,102,88,14,19.12,24,22,2,17.5,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
245,6,102,81,21,19.73,24,22,2,17.79,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
246,7,105,86,19,18.95,25,22,3,16.8,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
247,8,102,86,16,18.92,25,22,3,17.96,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
248,9,103,88,15,18.68,25,21,4,17.72,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
249,10,102,86,16,18.78,26,22,4,18.0,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
250,11,101,84,17,19.44,26,22,4,20.19,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
251,12,104,85,19,19.62,26,22,4,20.27,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
252,13,102,86,16,19.33,25,21,4,21.24,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
253,14,97,83,14,19.55,26,21,5,21.35,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
254,15,102,88,14,18.77,24,19,5,20.79,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
255,16,99,88,11,18.65,23,20,3,20.09,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
256,17,97,88,9,18.66,24,20,4,20.58,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
257,18,101,90,11,18.98,23,21,2,20.7,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
258,19,99,88,11,18.97,22,19,3,20.14,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
259,20,102,89,13,18.89,22,20,2,20.27,0,0,0,0,14,1000000,51,10,500,1000000,9.11e-05,1000000,0.0,0.0,0.0,0.0
260,1,45,18,27,22.33,9,3,6,24.0,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,0.0,0.0,0.0,0.0
261,2,45,18,27,22.13,9,3,6,23.44,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,0.0,0.0,0.0,0.0
262,3,48,19,29,21.48,13,4,9,24.15,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,0.0,0.0,0.0,0.0
263,4,47,20,27,21.32,12,4,8,23.92,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,0.0,0.0,0.0,0.0
